tiempo_key,ubicacion_key,especie_key,autoridad_key,situacion,cantidad
1,1,721,1,ENTREGA VOLUNTARIA,1
1,2,79,2,ENTREGA VOLUNTARIA,1
1,3,625,2,ENTREGA VOLUNTARIA,1
1,4,678,1,ENTREGA VOLUNTARIA,2
1,5,453,1,ENTREGA VOLUNTARIA,1
1,6,453,1,ENTREGA VOLUNTARIA,1
1,7,453,1,ENTREGA VOLUNTARIA,1
1,1,453,1,ENTREGA VOLUNTARIA,1
1,8,240,3,ENTREGA VOLUNTARIA,1
1,9,870,2,ENTREGA VOLUNTARIA,1
1,10,67,3,ENTREGA VOLUNTARIA,1
1,10,55,3,ENTREGA VOLUNTARIA,1
1,11,64,3,ENTREGA VOLUNTARIA,1
1,11,38,3,ENTREGA VOLUNTARIA,1
1,11,55,3,ENTREGA VOLUNTARIA,2
1,11,21,3,ENTREGA VOLUNTARIA,1
1,2,772,2,ENTREGA VOLUNTARIA,1
1,12,416,1,ENTREGA VOLUNTARIA,1
1,13,316,1,ENTREGA VOLUNTARIA,1
1,13,590,1,ENTREGA VOLUNTARIA,1
1,14,240,1,ENTREGA VOLUNTARIA,1
1,15,453,1,ENTREGA VOLUNTARIA,1
1,16,453,1,ENTREGA VOLUNTARIA,1
1,17,240,1,ENTREGA VOLUNTARIA,1
1,18,453,1,ENTREGA VOLUNTARIA,1
1,1,453,1,ENTREGA VOLUNTARIA,1
1,1,258,1,ENTREGA VOLUNTARIA,1
1,19,114,1,ENTREGA VOLUNTARIA,1
1,20,678,1,ENTREGA VOLUNTARIA,1
1,18,453,1,ENTREGA VOLUNTARIA,1
1,1,453,1,ENTREGA VOLUNTARIA,1
1,21,453,1,ENTREGA VOLUNTARIA,1
1,22,453,1,ENTREGA VOLUNTARIA,1
1,23,316,1,ENTREGA VOLUNTARIA,1
1,1,240,1,ENTREGA VOLUNTARIA,1
1,24,317,1,ENTREGA VOLUNTARIA,1
1,25,240,1,ENTREGA VOLUNTARIA,1
1,26,590,3,ENTREGA VOLUNTARIA,1
1,27,772,1,ENTREGA VOLUNTARIA,1
1,28,21,1,ENTREGA VOLUNTARIA,1
1,5,784,1,ENTREGA VOLUNTARIA,1
1,11,240,1,ENTREGA VOLUNTARIA,1
1,29,879,1,ENTREGA VOLUNTARIA,1
1,29,844,1,ENTREGA VOLUNTARIA,1
1,29,876,1,ENTREGA VOLUNTARIA,1
1,29,440,1,ENTREGA VOLUNTARIA,1
1,29,804,1,ENTREGA VOLUNTARIA,3
1,29,231,1,ENTREGA VOLUNTARIA,1
1,30,453,1,ENTREGA VOLUNTARIA,1
1,31,453,1,ENTREGA VOLUNTARIA,1
1,11,730,1,ENTREGA VOLUNTARIA,1
1,19,759,3,ENTREGA VOLUNTARIA,1
1,19,126,3,ENTREGA VOLUNTARIA,1
1,19,876,3,ENTREGA VOLUNTARIA,2
1,19,658,3,ENTREGA VOLUNTARIA,1
1,32,64,1,ENTREGA VOLUNTARIA,1
1,1,453,1,ENTREGA VOLUNTARIA,1
1,33,316,1,ENTREGA VOLUNTARIA,1
1,34,416,1,ENTREGA VOLUNTARIA,1
1,18,121,1,ENTREGA VOLUNTARIA,1
1,35,316,1,ENTREGA VOLUNTARIA,1
1,36,140,1,ENTREGA VOLUNTARIA,1
1,5,484,1,ENTREGA VOLUNTARIA,1
1,37,151,1,ENTREGA VOLUNTARIA,1
1,20,316,1,ENTREGA VOLUNTARIA,1
1,38,453,1,ENTREGA VOLUNTARIA,1
1,9,453,1,ENTREGA VOLUNTARIA,1
1,7,416,1,ENTREGA VOLUNTARIA,1
1,19,625,4,ENTREGA VOLUNTARIA,1
1,39,171,1,ENTREGA VOLUNTARIA,1
1,25,240,1,ENTREGA VOLUNTARIA,1
1,1,590,1,ENTREGA VOLUNTARIA,1
1,40,484,1,ENTREGA VOLUNTARIA,1
1,41,770,1,ENTREGA VOLUNTARIA,1
1,20,416,1,ENTREGA VOLUNTARIA,1
1,42,240,1,ENTREGA VOLUNTARIA,1
1,43,453,1,ENTREGA VOLUNTARIA,1
1,43,484,1,ENTREGA VOLUNTARIA,1
1,44,416,1,ENTREGA VOLUNTARIA,1
1,45,453,1,ENTREGA VOLUNTARIA,1
1,43,453,1,ENTREGA VOLUNTARIA,1
1,41,517,1,ENTREGA VOLUNTARIA,1
1,46,113,1,ENTREGA VOLUNTARIA,1
1,25,484,1,ENTREGA VOLUNTARIA,1
1,11,240,1,ENTREGA VOLUNTARIA,1
1,47,784,1,ENTREGA VOLUNTARIA,1
1,21,870,1,ENTREGA VOLUNTARIA,2
1,48,453,1,ENTREGA VOLUNTARIA,1
1,19,416,1,ENTREGA VOLUNTARIA,1
1,19,416,1,ENTREGA VOLUNTARIA,1
1,19,114,1,ENTREGA VOLUNTARIA,1
1,49,453,1,ENTREGA VOLUNTARIA,2
1,50,416,1,ENTREGA VOLUNTARIA,1
1,51,484,1,ENTREGA VOLUNTARIA,1
1,30,67,1,ENTREGA VOLUNTARIA,1
1,52,123,1,ENTREGA VOLUNTARIA,1
1,53,240,1,ENTREGA VOLUNTARIA,1
1,54,317,1,ENTREGA VOLUNTARIA,1
1,5,706,3,ENTREGA VOLUNTARIA,4
1,5,784,3,ENTREGA VOLUNTARIA,1
1,5,695,3,ENTREGA VOLUNTARIA,3
1,5,484,3,ENTREGA VOLUNTARIA,1
1,5,21,3,ENTREGA VOLUNTARIA,1
1,5,38,3,ENTREGA VOLUNTARIA,1
1,5,870,3,ENTREGA VOLUNTARIA,1
1,19,784,1,ENTREGA VOLUNTARIA,1
1,55,361,1,ENTREGA VOLUNTARIA,1
1,5,123,3,ENTREGA VOLUNTARIA,1
1,5,354,3,ENTREGA VOLUNTARIA,1
1,42,453,1,ENTREGA VOLUNTARIA,1
1,5,453,3,ENTREGA VOLUNTARIA,1
1,5,38,3,ENTREGA VOLUNTARIA,1
1,5,484,3,ENTREGA VOLUNTARIA,2
1,5,721,3,ENTREGA VOLUNTARIA,1
1,5,870,3,ENTREGA VOLUNTARIA,2
1,56,453,3,ENTREGA VOLUNTARIA,1
1,56,453,3,ENTREGA VOLUNTARIA,1
1,5,484,3,ENTREGA VOLUNTARIA,1
1,5,484,3,ENTREGA VOLUNTARIA,1
1,56,870,3,ENTREGA VOLUNTARIA,1
1,5,416,3,ENTREGA VOLUNTARIA,1
1,5,140,3,ENTREGA VOLUNTARIA,1
1,5,484,3,ENTREGA VOLUNTARIA,1
1,5,484,3,ENTREGA VOLUNTARIA,1
1,22,174,3,ENTREGA VOLUNTARIA,1
1,55,870,1,ENTREGA VOLUNTARIA,3
1,4,240,3,ENTREGA VOLUNTARIA,1
1,5,795,3,ENTREGA VOLUNTARIA,1
1,5,416,3,ENTREGA VOLUNTARIA,1
1,5,453,3,ENTREGA VOLUNTARIA,1
1,5,453,3,ENTREGA VOLUNTARIA,1
1,5,240,3,ENTREGA VOLUNTARIA,1
1,5,484,3,ENTREGA VOLUNTARIA,1
1,5,453,3,ENTREGA VOLUNTARIA,1
1,55,484,3,ENTREGA VOLUNTARIA,1
1,5,886,3,ENTREGA VOLUNTARIA,1
1,5,890,3,ENTREGA VOLUNTARIA,1
1,5,870,3,ENTREGA VOLUNTARIA,1
1,5,678,3,ENTREGA VOLUNTARIA,2
1,5,484,3,ENTREGA VOLUNTARIA,1
1,56,453,3,ENTREGA VOLUNTARIA,1
1,56,25,3,ENTREGA VOLUNTARIA,1
1,56,21,3,ENTREGA VOLUNTARIA,1
1,56,38,3,ENTREGA VOLUNTARIA,1
1,56,440,3,ENTREGA VOLUNTARIA,1
1,56,484,3,ENTREGA VOLUNTARIA,1
1,56,453,3,ENTREGA VOLUNTARIA,1
1,56,627,3,ENTREGA VOLUNTARIA,1
1,56,484,3,ENTREGA VOLUNTARIA,1
1,56,64,3,ENTREGA VOLUNTARIA,1
1,56,625,3,ENTREGA VOLUNTARIA,1
1,56,792,3,ENTREGA VOLUNTARIA,1
1,56,77,3,ENTREGA VOLUNTARIA,1
1,56,625,3,ENTREGA VOLUNTARIA,1
1,56,879,3,ENTREGA VOLUNTARIA,1
1,56,886,3,ENTREGA VOLUNTARIA,1
1,56,484,3,ENTREGA VOLUNTARIA,1
1,56,154,3,ENTREGA VOLUNTARIA,1
1,56,10,3,ENTREGA VOLUNTARIA,1
1,56,678,3,ENTREGA VOLUNTARIA,1
1,56,453,3,ENTREGA VOLUNTARIA,1
1,56,678,3,ENTREGA VOLUNTARIA,1
1,56,396,3,ENTREGA VOLUNTARIA,1
1,56,488,3,ENTREGA VOLUNTARIA,3
1,56,55,3,ENTREGA VOLUNTARIA,1
1,56,625,3,ENTREGA VOLUNTARIA,1
1,56,123,3,ENTREGA VOLUNTARIA,1
1,56,135,3,ENTREGA VOLUNTARIA,2
1,56,625,3,ENTREGA VOLUNTARIA,1
1,56,172,3,ENTREGA VOLUNTARIA,1
1,56,902,3,ENTREGA VOLUNTARIA,1
1,56,240,3,ENTREGA VOLUNTARIA,1
1,56,795,3,ENTREGA VOLUNTARIA,1
1,56,484,3,ENTREGA VOLUNTARIA,1
1,56,416,3,ENTREGA VOLUNTARIA,1
1,56,886,3,ENTREGA VOLUNTARIA,1
1,56,416,3,ENTREGA VOLUNTARIA,1
1,56,453,3,ENTREGA VOLUNTARIA,1
1,56,316,3,ENTREGA VOLUNTARIA,1
1,56,787,3,ENTREGA VOLUNTARIA,1
1,56,503,3,ENTREGA VOLUNTARIA,1
1,56,453,3,ENTREGA VOLUNTARIA,1
1,56,695,3,ENTREGA VOLUNTARIA,1
1,56,453,3,ENTREGA VOLUNTARIA,1
1,56,453,3,ENTREGA VOLUNTARIA,1
1,56,417,3,ENTREGA VOLUNTARIA,1
1,56,772,3,ENTREGA VOLUNTARIA,1
1,56,320,3,ENTREGA VOLUNTARIA,1
1,43,172,3,ENTREGA VOLUNTARIA,1
1,56,240,3,ENTREGA VOLUNTARIA,1
1,56,14,3,ENTREGA VOLUNTARIA,1
1,56,484,3,ENTREGA VOLUNTARIA,1
1,56,625,3,ENTREGA VOLUNTARIA,1
1,56,240,3,ENTREGA VOLUNTARIA,1
1,56,453,3,ENTREGA VOLUNTARIA,1
1,56,286,3,ENTREGA VOLUNTARIA,1
2,57,335,2,HALLAZGO,1
1,56,625,3,ENTREGA VOLUNTARIA,1
1,56,453,3,ENTREGA VOLUNTARIA,1
1,56,431,3,ENTREGA VOLUNTARIA,1
1,56,484,3,ENTREGA VOLUNTARIA,1
1,56,361,3,ENTREGA VOLUNTARIA,1
1,2,431,2,ENTREGA VOLUNTARIA,1
1,56,453,3,ENTREGA VOLUNTARIA,1
1,56,870,3,ENTREGA VOLUNTARIA,2
1,56,813,3,ENTREGA VOLUNTARIA,1
1,56,453,3,ENTREGA VOLUNTARIA,1
1,56,416,3,ENTREGA VOLUNTARIA,1
1,56,870,3,ENTREGA VOLUNTARIA,1
1,56,807,3,ENTREGA VOLUNTARIA,1
1,56,772,3,ENTREGA VOLUNTARIA,1
1,56,484,3,ENTREGA VOLUNTARIA,1
1,56,484,3,ENTREGA VOLUNTARIA,2
1,56,21,3,ENTREGA VOLUNTARIA,1
1,56,38,3,ENTREGA VOLUNTARIA,2
1,56,453,3,ENTREGA VOLUNTARIA,1
1,56,416,3,ENTREGA VOLUNTARIA,2
1,56,224,3,ENTREGA VOLUNTARIA,1
1,56,625,3,ENTREGA VOLUNTARIA,1
1,56,240,3,ENTREGA VOLUNTARIA,2
1,56,6,3,ENTREGA VOLUNTARIA,1
1,56,625,3,ENTREGA VOLUNTARIA,1
1,56,484,3,ENTREGA VOLUNTARIA,1
1,56,625,3,ENTREGA VOLUNTARIA,1
1,56,678,3,ENTREGA VOLUNTARIA,1
1,56,902,3,ENTREGA VOLUNTARIA,1
1,56,484,3,ENTREGA VOLUNTARIA,1
1,56,453,3,ENTREGA VOLUNTARIA,1
1,19,123,3,ENTREGA VOLUNTARIA,1
1,19,625,3,ENTREGA VOLUNTARIA,1
1,56,359,3,ENTREGA VOLUNTARIA,1
1,56,453,3,ENTREGA VOLUNTARIA,1
1,2,706,2,ENTREGA VOLUNTARIA,3
1,2,484,2,ENTREGA VOLUNTARIA,1
1,56,804,3,ENTREGA VOLUNTARIA,2
1,56,416,3,ENTREGA VOLUNTARIA,2
1,56,307,3,ENTREGA VOLUNTARIA,1
1,56,484,3,ENTREGA VOLUNTARIA,1
1,56,494,2,ENTREGA VOLUNTARIA,1
1,56,780,2,ENTREGA VOLUNTARIA,1
1,56,453,3,ENTREGA VOLUNTARIA,1
1,56,625,3,ENTREGA VOLUNTARIA,1
1,56,416,3,ENTREGA VOLUNTARIA,3
1,56,416,3,ENTREGA VOLUNTARIA,2
1,56,415,3,ENTREGA VOLUNTARIA,1
1,56,453,3,ENTREGA VOLUNTARIA,1
1,56,135,3,ENTREGA VOLUNTARIA,1
1,56,870,3,ENTREGA VOLUNTARIA,1
1,56,140,3,ENTREGA VOLUNTARIA,1
1,56,678,3,ENTREGA VOLUNTARIA,1
1,56,590,3,ENTREGA VOLUNTARIA,1
1,56,416,3,ENTREGA VOLUNTARIA,1
1,56,453,3,ENTREGA VOLUNTARIA,1
1,56,784,3,ENTREGA VOLUNTARIA,1
1,56,870,3,ENTREGA VOLUNTARIA,1
1,56,240,3,ENTREGA VOLUNTARIA,1
1,56,286,3,ENTREGA VOLUNTARIA,1
1,56,484,3,ENTREGA VOLUNTARIA,1
1,56,678,3,ENTREGA VOLUNTARIA,1
1,19,416,3,ENTREGA VOLUNTARIA,1
1,56,240,3,ENTREGA VOLUNTARIA,1
1,56,354,3,ENTREGA VOLUNTARIA,1
1,19,795,3,ENTREGA VOLUNTARIA,1
1,19,678,3,ENTREGA VOLUNTARIA,1
1,19,594,3,ENTREGA VOLUNTARIA,1
1,11,240,3,ENTREGA VOLUNTARIA,1
1,30,784,3,ENTREGA VOLUNTARIA,1
1,56,126,3,ENTREGA VOLUNTARIA,1
1,56,784,3,ENTREGA VOLUNTARIA,1
1,19,484,3,ENTREGA VOLUNTARIA,1
1,46,171,3,ENTREGA VOLUNTARIA,1
1,56,338,3,ENTREGA VOLUNTARIA,1
1,56,240,3,ENTREGA VOLUNTARIA,1
1,56,742,3,ENTREGA VOLUNTARIA,1
1,19,484,3,ENTREGA VOLUNTARIA,1
1,19,484,3,ENTREGA VOLUNTARIA,1
1,50,453,3,ENTREGA VOLUNTARIA,1
1,56,484,3,ENTREGA VOLUNTARIA,1
1,19,784,3,ENTREGA VOLUNTARIA,3
1,19,870,3,ENTREGA VOLUNTARIA,1
1,19,77,3,ENTREGA VOLUNTARIA,1
1,56,730,3,ENTREGA VOLUNTARIA,1
1,56,484,3,ENTREGA VOLUNTARIA,3
1,56,453,3,ENTREGA VOLUNTARIA,1
1,58,730,3,ENTREGA VOLUNTARIA,1
1,56,706,3,ENTREGA VOLUNTARIA,1
1,56,870,3,ENTREGA VOLUNTARIA,2
1,30,105,3,ENTREGA VOLUNTARIA,1
1,56,625,3,ENTREGA VOLUNTARIA,1
1,56,453,3,ENTREGA VOLUNTARIA,1
1,56,678,3,ENTREGA VOLUNTARIA,1
1,56,795,3,ENTREGA VOLUNTARIA,1
1,19,870,3,ENTREGA VOLUNTARIA,1
1,19,484,3,ENTREGA VOLUNTARIA,9
1,56,171,3,ENTREGA VOLUNTARIA,1
1,56,38,3,ENTREGA VOLUNTARIA,1
1,19,870,3,ENTREGA VOLUNTARIA,3
1,19,416,3,ENTREGA VOLUNTARIA,1
1,19,484,3,ENTREGA VOLUNTARIA,1
1,25,484,3,ENTREGA VOLUNTARIA,1
1,25,453,3,ENTREGA VOLUNTARIA,1
1,18,484,1,ENTREGA VOLUNTARIA,3
1,55,269,1,ENTREGA VOLUNTARIA,1
1,55,269,1,ENTREGA VOLUNTARIA,2
1,55,804,1,ENTREGA VOLUNTARIA,2
3,59,303,2,ENTREGA VOLUNTARIA,1
1,55,115,1,ENTREGA VOLUNTARIA,1
1,55,67,1,ENTREGA VOLUNTARIA,1
1,55,38,1,ENTREGA VOLUNTARIA,1
1,55,440,1,ENTREGA VOLUNTARIA,1
1,55,876,1,ENTREGA VOLUNTARIA,1
1,55,214,1,ENTREGA VOLUNTARIA,2
1,55,21,1,ENTREGA VOLUNTARIA,1
1,55,38,1,ENTREGA VOLUNTARIA,1
1,55,440,1,ENTREGA VOLUNTARIA,1
1,55,625,1,ENTREGA VOLUNTARIA,1
1,55,742,1,ENTREGA VOLUNTARIA,1
1,55,902,1,ENTREGA VOLUNTARIA,2
1,55,795,1,ENTREGA VOLUNTARIA,2
1,55,902,1,ENTREGA VOLUNTARIA,1
1,55,678,1,ENTREGA VOLUNTARIA,1
1,55,38,1,ENTREGA VOLUNTARIA,1
1,55,21,1,ENTREGA VOLUNTARIA,1
1,55,589,1,ENTREGA VOLUNTARIA,1
1,55,21,1,ENTREGA VOLUNTARIA,1
1,55,21,1,ENTREGA VOLUNTARIA,1
1,55,38,1,ENTREGA VOLUNTARIA,2
1,1,453,1,ENTREGA VOLUNTARIA,1
1,55,410,1,ENTREGA VOLUNTARIA,2
1,55,121,1,ENTREGA VOLUNTARIA,5
1,55,121,1,ENTREGA VOLUNTARIA,2
1,55,550,1,ENTREGA VOLUNTARIA,1
1,55,804,1,ENTREGA VOLUNTARIA,6
1,60,416,1,ENTREGA VOLUNTARIA,2
1,55,38,1,ENTREGA VOLUNTARIA,1
1,55,484,1,ENTREGA VOLUNTARIA,1
1,55,121,1,ENTREGA VOLUNTARIA,2
1,61,902,1,ENTREGA VOLUNTARIA,1
1,55,410,1,ENTREGA VOLUNTARIA,2
1,55,795,3,ENTREGA VOLUNTARIA,1
1,55,879,1,ENTREGA VOLUNTARIA,2
1,55,269,1,ENTREGA VOLUNTARIA,2
1,55,38,1,ENTREGA VOLUNTARIA,2
1,55,902,1,ENTREGA VOLUNTARIA,1
1,55,484,1,ENTREGA VOLUNTARIA,1
1,55,416,1,ENTREGA VOLUNTARIA,1
1,55,269,1,ENTREGA VOLUNTARIA,1
1,55,396,1,ENTREGA VOLUNTARIA,1
1,55,416,1,ENTREGA VOLUNTARIA,2
1,55,269,1,ENTREGA VOLUNTARIA,1
1,36,38,1,ENTREGA VOLUNTARIA,2
1,62,38,1,ENTREGA VOLUNTARIA,1
1,63,453,1,ENTREGA VOLUNTARIA,1
1,64,484,1,ENTREGA VOLUNTARIA,1
1,65,113,1,ENTREGA VOLUNTARIA,1
1,19,484,1,ENTREGA VOLUNTARIA,1
1,30,453,1,ENTREGA VOLUNTARIA,1
1,19,730,1,ENTREGA VOLUNTARIA,1
1,22,324,1,ENTREGA VOLUNTARIA,1
1,22,38,1,ENTREGA VOLUNTARIA,1
1,66,453,1,ENTREGA VOLUNTARIA,1
1,5,115,1,ENTREGA VOLUNTARIA,1
1,5,453,1,ENTREGA VOLUNTARIA,1
1,63,484,1,ENTREGA VOLUNTARIA,1
1,64,453,1,ENTREGA VOLUNTARIA,1
1,42,78,1,ENTREGA VOLUNTARIA,1
1,19,784,1,ENTREGA VOLUNTARIA,1
1,19,625,3,ENTREGA VOLUNTARIA,1
1,67,730,1,ENTREGA VOLUNTARIA,1
1,68,269,1,ENTREGA VOLUNTARIA,8
1,19,870,1,ENTREGA VOLUNTARIA,1
1,19,416,1,ENTREGA VOLUNTARIA,1
1,42,727,1,ENTREGA VOLUNTARIA,1
1,69,21,3,ENTREGA VOLUNTARIA,1
1,69,38,3,ENTREGA VOLUNTARIA,2
1,70,784,1,ENTREGA VOLUNTARIA,1
1,42,484,1,ENTREGA VOLUNTARIA,1
1,49,453,1,ENTREGA VOLUNTARIA,1
1,19,416,1,ENTREGA VOLUNTARIA,1
1,19,416,1,ENTREGA VOLUNTARIA,1
1,19,361,1,ENTREGA VOLUNTARIA,2
1,17,97,1,ENTREGA VOLUNTARIA,1
1,42,490,1,ENTREGA VOLUNTARIA,1
1,22,453,1,ENTREGA VOLUNTARIA,2
1,19,625,1,ENTREGA VOLUNTARIA,1
1,19,484,1,ENTREGA VOLUNTARIA,4
1,19,484,1,ENTREGA VOLUNTARIA,1
1,19,416,1,ENTREGA VOLUNTARIA,1
1,19,453,1,ENTREGA VOLUNTARIA,1
1,19,484,1,ENTREGA VOLUNTARIA,1
1,19,416,1,ENTREGA VOLUNTARIA,1
1,19,484,1,ENTREGA VOLUNTARIA,1
1,19,484,1,ENTREGA VOLUNTARIA,1
1,39,503,1,ENTREGA VOLUNTARIA,1
1,19,214,1,ENTREGA VOLUNTARIA,1
1,19,787,1,ENTREGA VOLUNTARIA,1
1,19,416,1,ENTREGA VOLUNTARIA,1
1,19,251,1,ENTREGA VOLUNTARIA,1
1,19,416,1,ENTREGA VOLUNTARIA,1
1,19,484,1,ENTREGA VOLUNTARIA,1
1,19,678,1,ENTREGA VOLUNTARIA,1
1,19,416,1,ENTREGA VOLUNTARIA,1
1,1,838,1,ENTREGA VOLUNTARIA,1
1,19,795,1,ENTREGA VOLUNTARIA,1
1,19,113,1,ENTREGA VOLUNTARIA,1
1,71,21,1,ENTREGA VOLUNTARIA,1
1,5,453,1,ENTREGA VOLUNTARIA,1
1,72,870,1,ENTREGA VOLUNTARIA,2
1,18,416,1,ENTREGA VOLUNTARIA,1
1,19,214,1,ENTREGA VOLUNTARIA,1
1,19,416,1,ENTREGA VOLUNTARIA,1
1,70,416,1,ENTREGA VOLUNTARIA,2
1,19,484,1,ENTREGA VOLUNTARIA,1
1,19,590,1,ENTREGA VOLUNTARIA,1
1,19,870,1,ENTREGA VOLUNTARIA,2
1,19,484,1,ENTREGA VOLUNTARIA,2
1,19,484,1,ENTREGA VOLUNTARIA,1
1,19,114,1,ENTREGA VOLUNTARIA,1
1,73,678,1,ENTREGA VOLUNTARIA,1
1,74,795,1,ENTREGA VOLUNTARIA,1
1,1,772,1,ENTREGA VOLUNTARIA,1
1,5,453,1,ENTREGA VOLUNTARIA,1
1,1,453,1,ENTREGA VOLUNTARIA,1
1,2,453,1,ENTREGA VOLUNTARIA,1
1,5,240,1,ENTREGA VOLUNTARIA,1
1,1,453,1,ENTREGA VOLUNTARIA,1
1,75,453,1,ENTREGA VOLUNTARIA,2
1,5,453,1,ENTREGA VOLUNTARIA,1
1,19,329,1,ENTREGA VOLUNTARIA,1
1,19,113,1,ENTREGA VOLUNTARIA,1
1,76,91,1,ENTREGA VOLUNTARIA,1
1,76,55,1,ENTREGA VOLUNTARIA,2
1,19,416,1,ENTREGA VOLUNTARIA,1
1,77,484,1,ENTREGA VOLUNTARIA,1
1,19,453,1,ENTREGA VOLUNTARIA,1
1,19,784,1,ENTREGA VOLUNTARIA,1
1,19,416,1,ENTREGA VOLUNTARIA,1
1,78,453,1,ENTREGA VOLUNTARIA,1
1,30,453,1,ENTREGA VOLUNTARIA,1
1,42,886,1,ENTREGA VOLUNTARIA,1
1,5,453,1,ENTREGA VOLUNTARIA,1
1,79,453,1,ENTREGA VOLUNTARIA,2
1,30,795,1,ENTREGA VOLUNTARIA,2
1,75,453,1,ENTREGA VOLUNTARIA,5
1,5,484,1,ENTREGA VOLUNTARIA,1
1,30,400,1,ENTREGA VOLUNTARIA,1
1,42,730,1,ENTREGA VOLUNTARIA,1
1,80,453,1,ENTREGA VOLUNTARIA,1
1,56,902,1,ENTREGA VOLUNTARIA,2
1,5,453,1,ENTREGA VOLUNTARIA,1
1,80,453,1,ENTREGA VOLUNTARIA,2
1,1,484,1,ENTREGA VOLUNTARIA,1
1,55,416,1,ENTREGA VOLUNTARIA,1
1,55,38,1,ENTREGA VOLUNTARIA,1
1,19,417,1,ENTREGA VOLUNTARIA,2
1,19,48,1,ENTREGA VOLUNTARIA,1
1,19,870,1,ENTREGA VOLUNTARIA,3
1,19,484,1,ENTREGA VOLUNTARIA,1
1,19,484,1,ENTREGA VOLUNTARIA,1
1,5,484,1,ENTREGA VOLUNTARIA,1
1,5,113,1,ENTREGA VOLUNTARIA,1
1,5,784,1,ENTREGA VOLUNTARIA,1
1,19,870,1,ENTREGA VOLUNTARIA,1
1,19,453,1,ENTREGA VOLUNTARIA,1
1,19,453,1,ENTREGA VOLUNTARIA,1
1,2,416,2,ENTREGA VOLUNTARIA,1
1,5,453,1,ENTREGA VOLUNTARIA,1
1,19,417,1,ENTREGA VOLUNTARIA,1
1,81,484,1,ENTREGA VOLUNTARIA,1
2,57,335,2,HALLAZGO,1
1,19,417,1,ENTREGA VOLUNTARIA,1
1,19,484,1,ENTREGA VOLUNTARIA,1
1,19,484,1,ENTREGA VOLUNTARIA,1
1,30,875,1,ENTREGA VOLUNTARIA,1
1,82,38,1,ENTREGA VOLUNTARIA,1
1,1,870,1,ENTREGA VOLUNTARIA,1
1,1,453,1,ENTREGA VOLUNTARIA,1
1,83,21,1,ENTREGA VOLUNTARIA,1
1,5,269,1,ENTREGA VOLUNTARIA,1
1,5,484,1,ENTREGA VOLUNTARIA,1
1,18,416,1,ENTREGA VOLUNTARIA,1
1,1,361,1,ENTREGA VOLUNTARIA,1
1,2,870,1,ENTREGA VOLUNTARIA,1
1,18,453,1,ENTREGA VOLUNTARIA,1
1,5,114,1,ENTREGA VOLUNTARIA,2
1,5,825,1,ENTREGA VOLUNTARIA,1
1,5,453,1,ENTREGA VOLUNTARIA,1
1,42,784,1,ENTREGA VOLUNTARIA,1
1,5,730,1,ENTREGA VOLUNTARIA,1
1,84,795,1,ENTREGA VOLUNTARIA,1
1,19,784,1,ENTREGA VOLUNTARIA,1
1,65,568,1,ENTREGA VOLUNTARIA,1
1,85,269,1,ENTREGA VOLUNTARIA,4
1,86,354,1,ENTREGA VOLUNTARIA,1
1,85,38,1,ENTREGA VOLUNTARIA,1
1,85,149,1,ENTREGA VOLUNTARIA,1
1,85,798,1,ENTREGA VOLUNTARIA,1
1,85,410,1,ENTREGA VOLUNTARIA,4
1,85,444,1,ENTREGA VOLUNTARIA,2
1,85,873,1,ENTREGA VOLUNTARIA,2
1,85,568,1,ENTREGA VOLUNTARIA,2
1,87,522,1,ENTREGA VOLUNTARIA,1
1,87,160,1,ENTREGA VOLUNTARIA,4
1,19,618,1,ENTREGA VOLUNTARIA,1
1,19,870,1,ENTREGA VOLUNTARIA,2
1,88,730,1,ENTREGA VOLUNTARIA,1
1,19,484,1,ENTREGA VOLUNTARIA,1
1,19,135,1,ENTREGA VOLUNTARIA,1
1,49,870,1,ENTREGA VOLUNTARIA,1
1,19,795,1,ENTREGA VOLUNTARIA,2
1,89,822,1,ENTREGA VOLUNTARIA,1
3,42,484,2,ENTREGA VOLUNTARIA,1
1,5,416,1,ENTREGA VOLUNTARIA,1
1,19,484,1,ENTREGA VOLUNTARIA,1
1,19,772,1,ENTREGA VOLUNTARIA,2
1,38,114,1,ENTREGA VOLUNTARIA,1
1,5,140,1,ENTREGA VOLUNTARIA,1
1,19,114,1,ENTREGA VOLUNTARIA,1
1,19,870,1,ENTREGA VOLUNTARIA,1
1,19,787,1,ENTREGA VOLUNTARIA,1
1,19,240,1,ENTREGA VOLUNTARIA,1
1,19,453,1,ENTREGA VOLUNTARIA,1
1,5,678,1,ENTREGA VOLUNTARIA,1
1,19,484,1,ENTREGA VOLUNTARIA,1
1,19,416,1,ENTREGA VOLUNTARIA,1
1,64,453,1,ENTREGA VOLUNTARIA,1
1,1,453,1,ENTREGA VOLUNTARIA,1
1,77,678,1,ENTREGA VOLUNTARIA,2
1,88,870,1,ENTREGA VOLUNTARIA,3
1,14,38,1,ENTREGA VOLUNTARIA,1
1,82,453,1,ENTREGA VOLUNTARIA,1
1,43,453,1,ENTREGA VOLUNTARIA,1
1,90,25,1,ENTREGA VOLUNTARIA,1
1,91,484,1,ENTREGA VOLUNTARIA,2
1,55,416,1,ENTREGA VOLUNTARIA,1
1,5,870,1,ENTREGA VOLUNTARIA,2
1,38,214,1,INCAUTACIÓN,1
1,92,347,1,INCAUTACIÓN,3
